mol_name,activity,potency
CHEMBL5171665,Active,9.301029995663981
CHEMBL3653171,Active,9.744727494896694
CHEMBL3691757,Active,5.885389015767827
CHEMBL3657063,Active,9.568636235841012
CHEMBL1688285,Active,5.050609993
CHEMBL3704530,Active,6.30103
CHEMBL3971319,Active,9.0
CHEMBL4215860,Active,5.267606240177031
CHEMBL3952705,Active,9.0
CHEMBL3649911,Active,8.522878745280337
CHEMBL3653242,Active,8.337242168318426
CHEMBL3109053,Active,6.853871964321762
CHEMBL5179024,Active,8.166852888087215
CHEMBL2089201,Active,6.501689446210399
CHEMBL3601402,Active,8.154901959985743
CHEMBL3653257,Active,6.523313257054355
CHEMBL3693982,Active,7.225483034
CHEMBL3318755,Active,9.008773924307505
CHEMBL3704536,Active,6.0
CHEMBL3656981,Active,7.402304814074487
CHEMBL2402573,Active,6.989276134608227
CHEMBL3649989,Active,8.698970004336019
CHEMBL3109048,Active,7.337242168318426
CHEMBL1688257,Active,5.853871964321762
CHEMBL4071840,Active,7.939302159646388
CHEMBL3650018,Active,8.254033432987757
CHEMBL1689396,Active,6.795880017344075
CHEMBL1688268,Active,6.235823867609669
CHEMBL3649837,Active,7.267606240177031
CHEMBL3407568,Active,9.3767507096021
CHEMBL3265094,Active,6.853871964321762
CHEMBL4553260,Active,8.221848749616356
CHEMBL3691693,Active,8.207608310501746
CHEMBL3653263,Active,9.455931955649724
CHEMBL3657052,Active,9.387216143280265
CHEMBL3683123,Active,6.813043664534588
CHEMBL3657129,Active,9.53860152954317
CHEMBL3703347,Active,8.2958494831602
CHEMBL3931087,Active,8.154901959985743
CHEMBL3653317,Active,9.0
CHEMBL3683143,Active,7.290730039024169
CHEMBL3691775,Active,7.64397414
CHEMBL593074,Active,5.036212172654444
CHEMBL582845,Active,6.853871964321762
CHEMBL4524095,Active,5.55284196865778
CHEMBL1688252,Active,6.3979400086720375
CHEMBL3656978,Active,9.481486060122112
CHEMBL3691754,Active,9.653647025549361
CHEMBL3649852,Active,9.0
CHEMBL3657070,Active,9.200659450546418
CHEMBL3958237,Active,9.0
CHEMBL1689406,Active,8.0
CHEMBL3703676,Active,5.823908740944319
CHEMBL3649994,Active,8.096910013008056
CHEMBL3407573,Active,9.080921907623926
CHEMBL3687263,Active,7.9430951489999995
CHEMBL3656984,Active,6.668977828958171
CHEMBL3647052,Active,9.0
CHEMBL3675222,Active,5.080921907623925
CHEMBL3649908,Active,7.3819519032879075
CHEMBL3291433,Active,6.356547323513812
CHEMBL3691787,Active,9.671620396561263
CHEMBL3687244,Active,8.55284196865778
CHEMBL3649938,Active,8.522878745280337
CHEMBL3949451,Active,6.30103
CHEMBL4169074,Active,6.455931955649724
CHEMBL3653168,Active,9.823908740944319
CHEMBL3657087,Active,9.721246399
CHEMBL3704539,Active,5.522878745280337
CHEMBL3657081,Active,7.763462738511306
CHEMBL3260811,Active,8.154901959985743
CHEMBL3233125,Active,8.903089986991944
CHEMBL2398479,Active,8.119186407719209
CHEMBL3653332,Active,7.43179828
CHEMBL3647067,Active,9.0
CHEMBL3978215,Active,8.301029995663981
CHEMBL3691752,Active,9.886056647693163
CHEMBL4084081,Active,8.096910013008056
CHEMBL3945283,Active,8.455931955649724
CHEMBL3649929,Active,8.45593196
CHEMBL3220118,Active,5.795880017344075
CHEMBL3979460,Active,8.522878745280337
CHEMBL3649860,Active,7.971971276399756
CHEMBL3650010,Active,6.913640169325252
CHEMBL3657077,Active,8.935542010773082
CHEMBL4104110,Active,7.267606240177031
CHEMBL3653303,Active,8.709965388637482
CHEMBL4063649,Active,7.488116639021126
CHEMBL3649943,Active,7.086186147616283
CHEMBL4874032,Active,5.494850022
CHEMBL3649909,Active,7.392544976785332
CHEMBL424876,Active,5.61261017366127
CHEMBL3657067,Active,9.823908740944319
CHEMBL3653322,Active,8.698970004336019
CHEMBL3956343,Active,5.397940008672037
CHEMBL4087286,Active,4.356547323513812
CHEMBL3220099,Active,5.721246399047171
CHEMBL3890287,Active,8.698970004336019
CHEMBL3649986,Active,7.6777807052660805
CHEMBL4173588,Active,6.568636235841012
CHEMBL3318772,Active,9.275724130399212
CHEMBL3944526,Active,8.602059991327963
CHEMBL3896783,Active,5.638272163982406
CHEMBL3260849,Active,6.221848749616356
CHEMBL3927923,Active,7.3819519032879075
CHEMBL3653212,Active,8.91721463
CHEMBL4878727,Active,5.627087997029893
CHEMBL3649935,Active,8.522878745280337
CHEMBL3687313,Active,8.2839966563652
CHEMBL3657074,Active,9.744727494896694
CHEMBL2386344,Active,7.657577319177793
CHEMBL3704490,Active,6.0
CHEMBL3639520,Active,10.15490196
CHEMBL4091801,Active,8.42021640338319
CHEMBL3675212,Active,5.284832642151542
CHEMBL4078529,Active,5.310691140876379
CHEMBL3799390,Active,5.972650392225243
CHEMBL4068121,Active,5.769551078621725
CHEMBL3233137,Active,8.903089986991944
CHEMBL3663872,Active,6.0
CHEMBL3653280,Active,9.853871964
CHEMBL3691739,Active,9.522155524
CHEMBL3704541,Active,5.522878745280337
CHEMBL3687243,Active,8.37675071
CHEMBL3703647,Active,5.026872146400301
CHEMBL1688275,Active,6.4089353929735005
CHEMBL3233589,Active,5.397940009
CHEMBL3935955,Active,5.221848749616356
CHEMBL5169788,Active,6.694648630553376
CHEMBL210778,Active,6.920818754
CHEMBL3691717,Active,8.161150909262744
CHEMBL3798150,Active,5.69058277422186
CHEMBL3798424,Active,5.368556230986827
CHEMBL3109046,Active,7.6020599913279625
CHEMBL4100348,Active,7.860120913598763
CHEMBL577393,Active,7.590066876668705
CHEMBL2152328,Active,5.7447274948966935
CHEMBL3703355,Active,8.289036881004725
CHEMBL3657032,Active,9.602059991327963
CHEMBL4749808,Active,7.021363052
CHEMBL3259872,Active,6.638272163982407
CHEMBL3657068,Active,9.823908740944319
CHEMBL3657000,Active,9.443697499232712
CHEMBL2386168,Active,7.2839966563652006
CHEMBL3220117,Active,5.795880017344075
CHEMBL3894749,Active,8.522878745280337
CHEMBL4290086,Active,10.1307683
CHEMBL3687307,Active,8.958607314841775
CHEMBL3109042,Active,8.221848749616356
CHEMBL3675219,Active,5.246570157999999
CHEMBL3355425,Active,7.522878745280337
CHEMBL5206050,Active,8.045757490560675
CHEMBL3734953,Active,5.958607314841775
CHEMBL3687278,Active,7.616184634019568
CHEMBL3683167,Active,6.664141088680182
CHEMBL3955087,Active,5.221848749616356
CHEMBL3649973,Active,8.301029995663981
CHEMBL3929426,Active,9.09151498112135
CHEMBL3931297,Active,7.0
CHEMBL4177057,Active,7.045757490560675
CHEMBL5172740,Active,7.933674074637962
CHEMBL3125515,Active,9.154901959985743
CHEMBL3657110,Active,5.491604966866947
CHEMBL3649990,Active,8.698970004336019
CHEMBL3691709,Active,9.119186408000001
CHEMBL3703336,Active,8.146606022549335
CHEMBL3236654,Active,9.045757490560675
CHEMBL3649856,Active,6.84163750790475
CHEMBL3236656,Active,8.537602002101044
CHEMBL4436594,Active,5.309803919971486
CHEMBL3691735,Active,8.585026652029182
CHEMBL3687233,Active,7.64206515
CHEMBL3649861,Active,9.0
CHEMBL1689410,Active,7.318758762624412
CHEMBL3663817,Active,5.522878745280337
CHEMBL3915460,Active,6.913640169325252
CHEMBL3125708,Active,7.935542010773082
CHEMBL3683174,Active,8.113509274827518
CHEMBL3407561,Active,9.431798275933005
CHEMBL3653258,Active,6.881718735974001
CHEMBL3657018,Active,9.167491087293763
CHEMBL3217780,Active,6.769551078621726
CHEMBL3291217,Active,6.004364805402449
CHEMBL4878828,Active,5.434152181326482
CHEMBL3800088,Active,5.395126229447364
CHEMBL1233798,Active,6.0
CHEMBL1688140,Active,5.346787486224656
CHEMBL3907610,Active,8.744727494896694
CHEMBL3691702,Active,9.0
CHEMBL3704514,Active,7.0
CHEMBL3687285,Active,7.684029654543082
CHEMBL3890558,Active,8.494850021680094
CHEMBL4871070,Active,6.619788758288394
CHEMBL3649863,Active,9.0
CHEMBL3653209,Active,8.987162775294827
CHEMBL3657012,Active,9.958607314841775
CHEMBL3653188,Active,9.721246399047171
CHEMBL3653176,Active,9.769551078621726
CHEMBL3220094,Active,5.075720713938118
CHEMBL3687291,Active,6.966978555317089
CHEMBL3649916,Active,8.045757490560675
CHEMBL1689400,Active,7.7447274948966935
CHEMBL3657057,Active,9.823908740944319
CHEMBL3402519,Active,7.958607314841775
CHEMBL3687272,Active,8.468521082957745
CHEMBL3653278,Active,8.30189945437661
CHEMBL3819416,Active,7.933674074637962
CHEMBL3236637,Active,8.455931955649724
CHEMBL3236639,Active,9.1249387366083
CHEMBL4101818,Active,6.219682687859849
CHEMBL3125530,Active,9.022276394711152
CHEMBL3949194,Active,8.522878745280337
CHEMBL3653296,Active,8.769551078621726
CHEMBL2386343,Active,7.638272163982407
CHEMBL3653325,Active,8.698970004336019
CHEMBL4160754,Active,7.154901959985743
CHEMBL3687231,Active,8.318758762624412
CHEMBL3649912,Active,8.301029995663981
CHEMBL3125517,Active,9.698970004336019
CHEMBL3125703,Active,7.777283528852417
CHEMBL3657093,Active,5.618704376996174
CHEMBL3675214,Active,5.048176964684088
CHEMBL4060006,Active,7.903089986991944
CHEMBL3687275,Active,8.958607314841775
CHEMBL3318763,Active,9.920818753952375
CHEMBL3657037,Active,8.26841123481326
CHEMBL3691696,Active,8.886056647693163
CHEMBL3703320,Active,7.838631997765025
CHEMBL5199459,Active,6.7
CHEMBL502723,Active,8.0
CHEMBL210611,Active,7.42021640338319
CHEMBL3649899,Active,8.397940008672037
CHEMBL3653215,Active,9.698970004336019
CHEMBL3220095,Active,5.327902142
CHEMBL3236664,Active,9.070581074285707
CHEMBL3318786,Active,9.920818753952375
CHEMBL3650021,Active,8.522878745280337
CHEMBL3683126,Active,6.057049929922901
CHEMBL3691756,Active,5.905878404159439
CHEMBL3653196,Active,9.130768280269024
CHEMBL3657006,Active,9.568636236
CHEMBL3985078,Active,5.769125508296733
CHEMBL3654184,Active,9.0
CHEMBL4168287,Active,5.275724130399211
CHEMBL3656993,Active,9.721246399047171
CHEMBL3653247,Active,9.346787486224656
CHEMBL3109052,Active,7.327902142064282
CHEMBL3657102,Active,5.896880746
CHEMBL3911237,Active,9.0
CHEMBL566955,Active,6.723538195826755
CHEMBL3653192,Active,9.886056647693163
CHEMBL3407562,Active,9.309803919971486
CHEMBL3691704,Active,9.064240896254688
CHEMBL3907671,Active,8.221848749616356
CHEMBL2398473,Active,8.148741651280925
CHEMBL5200925,Active,8.602059991327963
CHEMBL3687294,Active,7.61261017366127
CHEMBL3236647,Active,8.564633493
CHEMBL3653275,Active,9.60206
CHEMBL3938767,Active,8.221848749616356
CHEMBL1563867,Active,6.275724130399211
CHEMBL3914742,Active,8.327902142064282
CHEMBL3653306,Active,9.769551078621726
CHEMBL4170132,Active,6.431798275933005
CHEMBL3407554,Active,8.10790539730952
CHEMBL3657021,Active,7.0835460514500745
CHEMBL3934510,Active,7.619788758288394
CHEMBL4546186,Active,8.920818754
CHEMBL3318760,Active,10.008773924307505
CHEMBL3653200,Active,9.221848749616356
CHEMBL4159921,Active,6.494850021680094
CHEMBL4592815,Active,5.148741650999999
CHEMBL3233123,Active,8.886056647693163
CHEMBL3647053,Active,9.0
CHEMBL3687301,Active,7.806875401645538
CHEMBL3663813,Active,5.522878745280337
CHEMBL3125529,Active,9.187086643
CHEMBL3687296,Active,7.7447274948966935
CHEMBL3236356,Active,9.346787486224656
CHEMBL3656997,Active,9.7447275
CHEMBL3649830,Active,8.397940008672037
CHEMBL3898360,Active,7.958607314841775
CHEMBL3687288,Active,8.10790539730952
CHEMBL3649857,Active,7.958607314841775
CHEMBL3687289,Active,8.173925197299173
CHEMBL3653183,Active,9.863279432843592
CHEMBL3934215,Active,9.602059991327963
CHEMBL3649849,Active,9.0
CHEMBL3109036,Active,8.301029995663981
CHEMBL3649893,Active,8.033858267260968
CHEMBL3236360,Active,7.8843894883257
CHEMBL3799447,Active,5.301029995663981
CHEMBL3601403,Active,8.366531544420413
CHEMBL3653283,Active,9.7447275
CHEMBL3687227,Active,7.946921557
CHEMBL1427365,Active,4.6020599913279625
CHEMBL3649980,Active,8.16385680263867
CHEMBL3236358,Active,9.346787486224656
CHEMBL3687262,Active,8.585026652029182
CHEMBL3675223,Active,7.721246399
CHEMBL3691789,Active,9.705533773838408
CHEMBL5190459,Active,7.308025029737351
CHEMBL3653299,Active,9.18045606445813
CHEMBL3819071,Active,7.818156412055227
CHEMBL3657078,Active,5.550830267834799
CHEMBL207332,Active,6.6020599913279625
CHEMBL3653231,Active,10.154901959985743
CHEMBL3407574,Active,9.585026652029182
CHEMBL3911184,Active,6.045757490560675
CHEMBL3291437,Active,6.2441251443275085
CHEMBL3402521,Active,8.619788758288394
CHEMBL515487,Active,7.045757490560675
CHEMBL3650015,Active,7.552841968657781
CHEMBL3703337,Active,7.958607314841775
CHEMBL4639742,Active,9.045757490560675
CHEMBL3657126,Active,8.324221658325914
CHEMBL3894836,Active,7.0
CHEMBL3703331,Active,7.931814138253838
CHEMBL3650052,Active,5.355758414156271
CHEMBL3693968,Active,7.0
CHEMBL4107347,Active,6.6020599913279625
CHEMBL382389,Active,5.254534830999999
CHEMBL3653282,Active,9.387216143280265
CHEMBL3703326,Active,7.623423042943488
CHEMBL3691733,Active,5.988852639224202
CHEMBL3653216,Active,9.744727494896694
CHEMBL3691725,Active,9.41793663708829
CHEMBL4778122,Active,7.2076083099999995
CHEMBL4083298,Active,8.619788758288394
CHEMBL3649828,Active,8.698970004336019
CHEMBL3687286,Active,7.8326826652518236
CHEMBL4167203,Active,6.85387196
CHEMBL4761727,Active,5.309803919971486
CHEMBL4173507,Active,6.236572006437062
CHEMBL4089005,Active,6.004364805402449
CHEMBL5204732,Active,8.431798275933005
CHEMBL3683147,Active,6.585193720498987
CHEMBL4870252,Active,5.557520230935551
CHEMBL3649839,Active,7.769551078621726
CHEMBL3650006,Active,9.0
CHEMBL3683166,Active,7.847711655616943
CHEMBL4564778,Active,5.434152181326482
CHEMBL3649957,Active,8.397940008672037
CHEMBL3703652,Active,5.1249387366083
CHEMBL4524084,Active,5.229147988357855
CHEMBL3650078,Active,8.113509274827518
CHEMBL3649983,Active,8.602059991327963
CHEMBL4072394,Active,7.245651664288981
CHEMBL3125531,Active,9.1249387366083
CHEMBL3649999,Active,8.397940008672037
CHEMBL3649884,Active,7.494850021680094
CHEMBL3650054,Active,6.166852888087215
CHEMBL2443391,Active,5.07572071
CHEMBL3649895,Active,8.0
CHEMBL3649897,Active,9.0
CHEMBL3691710,Active,9.167810538931487
CHEMBL3657075,Active,6.296107046367455
CHEMBL3265096,Active,6.638272163982407
CHEMBL3233126,Active,8.869666231504993
CHEMBL3691730,Active,9.573488739
CHEMBL3703334,Active,8.233587152887601
CHEMBL2152330,Active,6.853871964321762
CHEMBL3656999,Active,9.508638306165727
CHEMBL3691795,Active,9.588380294
CHEMBL3649867,Active,7.886056648
CHEMBL3653190,Active,9.187086643357144
CHEMBL2089151,Active,6.142064735280571
CHEMBL3704482,Active,6.0
CHEMBL4521788,Active,5.638272163982406
CHEMBL3687284,Active,8.167491087293763
CHEMBL3687259,Active,8.207608310501746
CHEMBL3649905,Active,8.346787486224656
CHEMBL377775,Active,6.769551078621726
CHEMBL3927925,Active,6.452225294612178
CHEMBL3663834,Active,6.0
CHEMBL3125526,Active,9.698970004
CHEMBL3649976,Active,8.397940008672037
CHEMBL3665611,Active,7.0
CHEMBL3797694,Active,5.619969752032169
CHEMBL4467420,Active,5.649751981665837
CHEMBL3656994,Active,8.165579296
CHEMBL3703678,Active,5.366531544420413
CHEMBL3649901,Active,9.0
CHEMBL3233122,Active,8.647817481888637
CHEMBL3653234,Active,8.684029654543082
CHEMBL3691740,Active,8.4089353929735
CHEMBL3687276,Active,8.795880017344075
CHEMBL3982496,Active,7.58502665
CHEMBL3657025,Active,9.2006595
CHEMBL3683120,Active,7.087246696328677
CHEMBL3649896,Active,8.0
CHEMBL3663836,Active,6.0
CHEMBL3650009,Active,6.756961951313706
CHEMBL3649902,Active,9.0
CHEMBL3649974,Active,8.477121254719663
CHEMBL3233592,Active,5.522878745280337
CHEMBL208999,Active,5.568636235841012
CHEMBL3942694,Active,8.522878745280337
CHEMBL3650061,Active,6.0030507515046185
CHEMBL3220106,Active,6.585026652029182
CHEMBL3657072,Active,9.698970004336019
CHEMBL1688280,Active,5.920818753952375
CHEMBL4163120,Active,6.4685210799999995
CHEMBL5181559,Active,8.958607314841775
CHEMBL3220101,Active,5.327902142064282
CHEMBL3649992,Active,8.154901959985743
CHEMBL3125532,Active,8.688246139
CHEMBL3291221,Active,6.050609993355087
CHEMBL5196069,Active,7.3999999999999995
CHEMBL3653251,Active,8.882728704
CHEMBL3683163,Active,8.853871964321762
CHEMBL3601319,Active,8.455931955649724
CHEMBL3125536,Active,9.301029995663981
CHEMBL3653291,Active,9.18045606445813
CHEMBL3649835,Active,8.397940008672037
CHEMBL3653290,Active,8.790484985457368
CHEMBL3693981,Active,7.433758976698533
CHEMBL3969880,Active,7.795880017344075
CHEMBL3649825,Active,9.0
CHEMBL3691742,Active,9.45842075605342
CHEMBL3653232,Active,7.858550227
CHEMBL4282240,Active,6.1249387366083
CHEMBL3650057,Active,6.723538195826755
CHEMBL3657071,Active,7.032920265855503
CHEMBL4066543,Active,7.510041521
CHEMBL3687248,Active,8.619788758288394
CHEMBL3687298,Active,7.982966660701219
CHEMBL3653289,Active,9.698970004336019
CHEMBL207255,Active,6.070581074
CHEMBL3935478,Active,6.0
CHEMBL3657100,Active,5.227238352855967
CHEMBL3291222,Active,6.075720713938118
CHEMBL3691746,Active,9.602059991327963
CHEMBL3797344,Active,6.350665141287858
CHEMBL3125707,Active,8.443697499232712
CHEMBL3984644,Active,8.698970004336019
CHEMBL3407565,Active,9.67778070526608
CHEMBL3943264,Active,5.301029995663981
CHEMBL3654188,Active,6.6020599913279625
CHEMBL3704483,Active,6.0
CHEMBL3683178,Active,8.920818753952375
CHEMBL3650000,Active,8.698970004336019
CHEMBL3663820,Active,5.301029995663981
CHEMBL3687241,Active,7.790484985457369
CHEMBL3236663,Active,9.259637310505756
CHEMBL3260846,Active,5.920818753952375
CHEMBL4213908,Active,5.136677139879544
CHEMBL3703348,Active,8.35261702988538
CHEMBL3653329,Active,7.142667503568731
CHEMBL3932541,Active,5.397940008672037
CHEMBL5200711,Active,7.314258261397736
CHEMBL3650005,Active,7.619788758288394
CHEMBL3236644,Active,9.022276394711152
CHEMBL210913,Active,5.954677021
CHEMBL2386169,Active,7.522878745280337
CHEMBL3657084,Active,9.993533957750769
CHEMBL178578,Active,5.769551078621725
CHEMBL1688261,Active,5.455931955649723
CHEMBL1688279,Active,5.637329070274332
CHEMBL3233134,Active,8.263603497723357
CHEMBL3693987,Active,6.200659450546418
CHEMBL3657124,Active,10.229148
CHEMBL3904045,Active,9.0
CHEMBL3656998,Active,9.42021640338319
CHEMBL3656989,Active,9.537602002101044
CHEMBL5196353,Active,5.8999999999999995
CHEMBL3318759,Active,9.769551078621726
CHEMBL3703646,Active,5.376750709602099
CHEMBL3649993,Active,7.908919530652668
CHEMBL3653160,Active,9.187086643357144
CHEMBL3220313,Active,6.721246399047171
CHEMBL3653236,Active,9.568636235841012
CHEMBL3691732,Active,9.616184634019568
CHEMBL4084848,Active,7.6307841425898575
CHEMBL3703318,Active,7.7281583934635005
CHEMBL3675224,Active,6.991399828238082
CHEMBL2089210,Active,5.4001169279263115
CHEMBL3663835,Active,6.0
CHEMBL3683109,Active,5.77533747115897
CHEMBL3798676,Active,6.374687549038326
CHEMBL3798634,Active,4.6020599913279625
CHEMBL3952603,Active,7.958607314841775
CHEMBL3665598,Active,
CHEMBL3691755,Active,9.112382699664265
CHEMBL3653324,Active,6.851808803757988
CHEMBL3265099,Active,6.69897
CHEMBL3653249,Active,9.443697499232712
CHEMBL4524057,Active,5.638272164
CHEMBL3693984,Active,7.0
CHEMBL3683160,Active,8.481486060122112
CHEMBL3960776,Active,7.806875401999999
CHEMBL3943959,Active,7.275724130399211
CHEMBL3687238,Active,7.379863945026242
CHEMBL3318762,Active,10.065501548756432
CHEMBL3704529,Active,6.301029995663981
CHEMBL3653318,Active,7.786925174691149
CHEMBL3942080,Active,7.0
CHEMBL3653203,Active,9.397940008672037
CHEMBL4060802,Active,5.607303046740334
CHEMBL3318777,Active,9.42021640338319
CHEMBL578238,Active,7.251811972993799
CHEMBL3653199,Active,9.568636235841012
CHEMBL3703679,Active,5.070581074285707
CHEMBL3704515,Active,5.301029995663981
CHEMBL4177354,Active,6.0
CHEMBL3665587,Active,5.5228787399999995
CHEMBL3693983,Active,7.233215485
CHEMBL3653204,Active,9.468521082957745
CHEMBL3647044,Active,6.91364017
CHEMBL3647062,Active,6.958607314841775
CHEMBL3657094,Active,8.935542011
CHEMBL3704521,Active,6.0
CHEMBL3657039,Active,9.431798275933005
CHEMBL3649820,Active,8.698970004336019
CHEMBL3704489,Active,6.0
CHEMBL3654189,Active,6.290730039024169
CHEMBL3236667,Active,8.37161107
CHEMBL4112654,Active,5.096910013008055
CHEMBL3236364,Active,9.022276394711152
CHEMBL4162220,Active,6.2636034977233574
CHEMBL3687315,Active,8.769551078621726
CHEMBL3649987,Active,8.397940008672037
CHEMBL1688272,Active,6.24450627158488
CHEMBL3125535,Active,9.221848749616356
CHEMBL3601397,Active,8.795880017344075
CHEMBL3647060,Active,7.613798394599207
CHEMBL3125538,Active,10.0
CHEMBL576342,Active,6.804100347590766
CHEMBL3639906,Active,5.391687957302673
CHEMBL3892878,Active,6.778755339652862
CHEMBL3653308,Active,8.896196279044043
CHEMBL3691788,Active,9.667561540084394
CHEMBL3601322,Active,6.4037328736044845
CHEMBL3650012,Active,7.698970004336019
CHEMBL3687302,Active,8.38721614
CHEMBL3691724,Active,9.267606240177031
CHEMBL3968776,Active,8.698970004336019
CHEMBL3703357,Active,8.468521082957745
CHEMBL3657058,Active,10.096910013008056
CHEMBL3649944,Active,7.167491087293763
CHEMBL4460091,Active,5.403402904
CHEMBL3647049,Active,8.522878745280337
CHEMBL3649998,Active,8.301029995663981
CHEMBL3653301,Active,8.7594507517174
CHEMBL4585139,Active,6.7351821769999995
CHEMBL3236642,Active,9.522878745280337
CHEMBL3971691,Active,9.0
CHEMBL3649836,Active,7.5376020021010435
CHEMBL3650007,Active,9.0
CHEMBL3653158,Active,7.245881105774587
CHEMBL3653267,Active,8.89
CHEMBL3687237,Active,8.050609993355087
CHEMBL3933428,Active,9.0
CHEMBL3657010,Active,9.823908740944319
CHEMBL1433182,Active,6.0
CHEMBL3355419,Active,5.021545566634771
CHEMBL3604660,Active,6.41016205685254
CHEMBL3691695,Active,8.823908740944319
CHEMBL4855468,Active,5.434152181326482
CHEMBL3663840,Active,6.0
CHEMBL3653201,Active,8.530177984021837
CHEMBL3657022,Active,8.978810700930062
CHEMBL4103467,Active,7.744727495
CHEMBL2152326,Active,6.468521082957745
CHEMBL4293896,Active,9.585026652029182
CHEMBL3703345,Active,8.279840696594043
CHEMBL3407571,Active,9.309803919971486
CHEMBL3657086,Active,9.279840696594043
CHEMBL3657013,Active,9.698970004336019
CHEMBL4214750,Active,5.602059991327962
CHEMBL1688258,Active,6.396855627
CHEMBL3656987,Active,9.795880017344075
CHEMBL3653186,Active,9.5016894462104
CHEMBL3657115,Active,7.387746094
CHEMBL5169689,Active,8.853871964321762
CHEMBL3125514,Active,9.301029995663981
CHEMBL3649965,Active,7.823908740944319
CHEMBL3233595,Active,5.54494947
CHEMBL4167167,Active,6.410050398674292
CHEMBL3704485,Active,6.0
CHEMBL3647068,Active,8.397940008672037
CHEMBL3647059,Active,7.401574293327132
CHEMBL3929391,Active,7.732828271596986
CHEMBL3657016,Active,9.585026652029182
CHEMBL3291219,Active,6.026872146400301
CHEMBL3687251,Active,8.657577319177793
CHEMBL4524070,Active,5.5376020021010435
CHEMBL5191798,Active,8.537602002101044
CHEMBL3691763,Active,7.828858848971618
CHEMBL3649816,Active,7.366531544420414
CHEMBL3649996,Active,8.221848749616356
CHEMBL3693957,Active,6.0
CHEMBL3703338,Active,8.357535479757878
CHEMBL3109041,Active,8.154901959985743
CHEMBL2402737,Active,8.221848749616356
CHEMBL3675203,Active,5.609064892896621
CHEMBL3663825,Active,5.522878745280337
CHEMBL3647066,Active,8.698970004336019
CHEMBL3236361,Active,9.0
CHEMBL5181296,Active,7.3999999999999995
CHEMBL5195734,Active,8.638272163982407
CHEMBL3663816,Active,5.301029995663981
CHEMBL3649913,Active,7.85387196
CHEMBL3657092,Active,9.598599459218455
CHEMBL3653310,Active,7.6020599913279625
CHEMBL3647042,Active,7.221848749616356
CHEMBL3691711,Active,6.051391450123563
CHEMBL3220310,Active,5.657577319177793
CHEMBL3649873,Active,7.721246399047171
CHEMBL3691715,Active,8.820161071976813
CHEMBL3657062,Active,7.238824186844268
CHEMBL3649928,Active,8.602059991327963
CHEMBL3318776,Active,9.397940008672037
CHEMBL4566706,Active,6.3979400086720375
CHEMBL4171622,Active,7.0
CHEMBL3657053,Active,9.568636236
CHEMBL3683154,Active,7.818156412055227
CHEMBL3800178,Active,6.279840696594043
CHEMBL3972127,Active,8.397940008672037
CHEMBL3687267,Active,8.602059991327963
CHEMBL3691781,Active,5.842543231865774
CHEMBL3657011,Active,9.795880017344075
CHEMBL3657088,Active,9.148741651280925
CHEMBL3691771,Active,9.435333936
CHEMBL2347382,Active,5.6777807052660805
CHEMBL3683108,Active,6.053547734986926
CHEMBL4113308,Active,6.889410289700751
CHEMBL3318773,Active,9.522878745280337
CHEMBL4089364,Active,7.221848749616356
CHEMBL3236655,Active,9.397940008672037
CHEMBL1688139,Active,5.376750709602099
CHEMBL3649910,Active,7.769551078621726
CHEMBL3683184,Active,7.481486060122112
CHEMBL3663821,Active,5.823908740944319
CHEMBL3656982,Active,10.0
CHEMBL3906549,Active,8.698970004336019
CHEMBL3649879,Active,8.698970004336019
CHEMBL1453212,Active,6.075720713938118
CHEMBL3649846,Active,8.221848749616356
CHEMBL3236648,Active,9.301029995663981
CHEMBL3657009,Active,9.769551078621726
CHEMBL3220090,Active,6.787812395596042
CHEMBL3703356,Active,7.573488738635425
CHEMBL3657060,Active,8.356547323513812
CHEMBL3649817,Active,7.055517328
CHEMBL3649970,Active,8.602059991
CHEMBL3653334,Active,8.15490196
CHEMBL3653309,Active,9.568636235841012
CHEMBL1834374,Active,6.530177984021837
CHEMBL1689393,Active,7.356547323513812
CHEMBL3125534,Active,10.0
CHEMBL3355427,Active,5.124649303420711
CHEMBL3236665,Active,8.296708621881338
CHEMBL416288,Active,6.756961951313706
CHEMBL572933,Active,6.8898594
CHEMBL3236645,Active,8.564633493
CHEMBL3654194,Active,7.154901959985743
CHEMBL3657079,Active,9.455931956
CHEMBL3236357,Active,7.707005959932561
CHEMBL3691703,Active,8.920637835606954
CHEMBL3291436,Active,6.214670164989233
CHEMBL3649947,Active,8.397940008672037
CHEMBL3649875,Active,9.0
CHEMBL3657112,Active,9.496209316942819
CHEMBL3976723,Active,5.522878745280337
CHEMBL3656985,Active,7.801342913045577
CHEMBL3402517,Active,8.119186407719209
CHEMBL3683149,Active,7.1592667653881925
CHEMBL3220104,Active,6.522878745280337
CHEMBL3691772,Active,9.368049173740783
CHEMBL4585112,Active,7.61978876
CHEMBL3703317,Active,7.787812395596042
CHEMBL3649922,Active,7.7447274948966935
CHEMBL3941220,Active,6.866461092
CHEMBL3657116,Active,9.97061622231479
CHEMBL3653187,Active,9.721246399047171
CHEMBL3653315,Active,7.651046452018836
CHEMBL3653230,Active,9.468521082957745
CHEMBL3691765,Active,5.904133546521457
CHEMBL3683169,Active,7.667561540084394
CHEMBL3687295,Active,8.522878745280337
CHEMBL2347381,Active,5.721246399047171
CHEMBL3649927,Active,9.0
